"","pred_train","fraud","same_zip_1#x","same_zip_5#x","same_ssn_5#x","same_ssn_3#x","same_nameDOB_5#x","same_ssn_diff_phone_3#x","same_ssn_diff_phone_5#x","same_ssn_diff_phone_7#x","same_ssn_diff_address_5#x","same_ssn_diff_address_7#x","same_ssn_diff_dob_14#x","same_ssn_diff_zip_30#x","same_ssn_diff_zip_14#x","same_ssn_diff_zip_7#x","same_zip_diff_address_1#x","same_zip_diff_ssn_1#x","same_phone_diff_zip_3#x","same_phone_diff_zip_5#x","same_phone_diff_dob_7#x","same_phone_diff_dob_1#x","same_phone_diff_ssn_3#x"
"1",0.0921090863580833,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,0,2
"2",0.0917390833952016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",0.0919621474918462,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1
"4",0.0928158847259841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,2
"5",0.0958693573070708,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"6",0.0925982295471262,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2
"7",0.0914563051397874,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",0.0918970214138757,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,1
"9",0.805417175159652,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,938,938,466,0,949
"10",0.0918970214138757,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,1
"11",0.133805518259156,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,53,0,66
"12",0.0917390833952016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",0.0925982295471262,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2
"14",0.0920272658936814,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"15",0.0893322799770762,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,2,0,0
"16",0.0917390833952016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",0.0914563051397874,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",0.0914563051397874,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",0.0913911817938573,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"20",0.0916739610534354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"21",0.0940229279681593,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,4
"22",0.681681486532886,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,825,1525,1075,0,828
"23",0.092310044538441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"24",0.092239332736914,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,2
"25",0.0948092526983022,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3,1,0
"26",0.0920272658936814,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"27",0.0913260590846552,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
"28",0.0919621474918462,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1
"29",0.0920272658936814,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"30",0.0914563051397874,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31",0.0914563051397874,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32",0.0919622540118656,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,3
"33",0.0905431394808478,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0
"34",0.0917390833952016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35",0.0920272658936814,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"36",0.103018676748012,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,4,0,1
"37",0.0913911817938573,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"38",0.0914563051397874,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39",0.0917390833952016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40",0.0910974070689339,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"41",0.0913911817938573,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"42",0.0848302132385801,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1
"43",0.0925982295471262,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2
"44",0.0922660295134154,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45",0.092310044538441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"46",0.0913801846568607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"47",0.0917390833952016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48",0.0920272658936814,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"49",0.0925982295471262,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2
"50",0.0849771526286862,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,3,4,0,2
"51",-0.151575557201307,0,0,1,1,75,0,63,63,63,74,74,48,73,73,73,0,0,258,258,132,0,254
"52",0.0925331075727958,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,2
"53",0.0917390833952016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54",0.0920272658936814,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"55",0.0913260590846552,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
"56",0.0917390833952016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57",0.0929087113350182,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,0,3
"58",0.0939789201243333,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3
"59",0.092310044538441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"60",0.0919621474918462,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1
"61",0.0931691979517713,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3
"62",0.0916032433183649,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1
"63",0.0916739610534354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"64",0.0917390833952016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65",0.0924679917102698,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,2
"66",0.0913911817938573,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"67",0.967665399179656,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1081,1440,717,0,1108
"68",0.0917390833952016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69",0.0915215340378712,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,0,2
"70",0.748865674004752,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,909,1589,1121,0,927
"71",0.0917390833952016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72",0.759873854682643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,883,1556,977,0,883
"73",0.0945085280760207,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"74",0.0919621474918462,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1
"75",0.0925982295471262,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2
"76",0.0918970214138757,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,1
"77",0.0931691979517713,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3
"78",0.0914563051397874,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79",0.0917390833952016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80",0.0917390833952016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81",0.0920272658936814,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"82",0.0925982295471262,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2
"83",0.0921742037922162,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,2
"84",0.0928810056816805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2
"85",0.0920272658936814,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"86",0.0913911817938573,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"87",0.0917390833952016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88",0.0921742037922162,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,2
"89",0.0921742037922162,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,2
"90",0.0914563051397874,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91",0.0916032433183649,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1
"92",0.0913260590846552,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
"93",0.0920272658936814,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"94",0.0914563051397874,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95",0.0920272658936814,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"96",0.0913911817938573,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"97",0.0917390833952016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98",0.0930389514419734,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,3
"99",0.0917390833952016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100",0.0914563051397874,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101",0.0916032433183649,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1
"102",0.821953910157878,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002,1696,1166,0,1018
"103",0.0920272658936814,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"104",0.0920272658936814,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"105",0.0956504544615531,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,2,2,0,2
"106",0.0871140645345225,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,5,5,5,0,5
"107",0.0914563051397874,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108",0.0927067433245032,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,1
"109",0.847801561222274,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,890,1577,795,0,905
"110",0.0917390833952016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"111",0.0913911817938573,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"112",0.0914563051397874,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113",0.0925982295471262,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2
"114",0.0920272658936814,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"115",0.0918860242404993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1
"116",0.0922660295134154,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117",0.0931691979517713,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3
"118",0.0920272658936814,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"119",0.0916683684140811,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1
"120",0.0920272658936814,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"121",0.0917390833952016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122",0.0914563051397874,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123",0.0917390833952016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124",0.0925982295471262,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2
"125",0.0914563051397874,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126",0.0916739610534354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"127",0.0914563051397874,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"128",0.0920272658936814,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"129",0.0920272658936814,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"130",0.091404062887283,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,3,4,4,0,3
"131",0.0917390833952016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"132",0.0919099047482963,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,4,6,6,0,4
"133",0.0913260590846552,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
"134",0.0941157573711611,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,8,0,5
"135",0.092239332736914,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,2
"136",0.0913094712036913,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1
"137",0.0854011735232565,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,2,2,0,2
"138",0.0937401591386664,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,4
"139",0.0917390833952016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"140",0.0910974070689339,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"141",0.0931040707096475,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,3
"142",0.0918970214138757,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,1
"143",0.0920272658936814,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"144",0.0876198928913585,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,6,7,7,0,6
"145",0.0919621474918462,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1
"146",0.091804316604372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,0,2
"147",0.0914563051397874,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148",0.0928158847259841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,2
